Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,4,16.84,0.0022,0.6518,0.6778,0.5,0.931,0.6506,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,4,16.84,0.0022,0.6515,0.4667,0.3766,1.0,0.5472,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,8,16.84,0.0023,0.9064,0.6333,0.4615,0.8276,0.5926,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,8,16.84,0.0022,0.9048,0.6111,0.45,0.931,0.6067,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,8,16.84,0.0024,0.905,0.6222,0.4561,0.8966,0.6047,90,0
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Zero-shot,0,45.24,0.0,2.7276,0.6744,0.6071,0.85,0.7083,90,47
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Zero-shot,0,45.24,0.0,2.5308,0.7,0.5926,0.8,0.6809,90,40
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Zero-shot,0,45.24,0.0,2.5649,0.6122,0.5455,0.8182,0.6545,90,41
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,1,45.24,0.0022,1.9132,0.8028,0.7,0.3889,0.5,90,19
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,1,45.24,0.0024,2.045,0.8154,0.5217,0.9231,0.6667,90,25
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,1,45.24,0.0022,2.034,0.791,0.6,0.5294,0.5625,90,23
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,2,45.24,0.0022,1.9716,0.6812,0.5143,0.7826,0.6207,90,21
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,2,45.24,0.0022,2.2158,0.7143,0.5641,0.9565,0.7097,90,27
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,2,45.24,0.0022,1.9987,0.7794,0.625,0.7143,0.6667,90,22
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,4,45.24,0.0024,1.9385,0.7013,0.4848,0.7273,0.5818,90,13
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,4,45.24,0.0024,2.0682,0.7945,0.6071,0.8095,0.6939,90,17
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,4,45.24,0.0022,2.2004,0.6029,0.45,0.7826,0.5714,90,22
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,8,45.24,0.0024,1.837,0.6742,0.4878,0.7143,0.5797,90,1
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,8,45.24,0.0023,1.832,0.6404,0.4643,0.9286,0.619,90,1
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,8,45.24,0.0024,1.8351,0.7143,0.5227,0.8846,0.6571,90,6
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Zero-shot,0,45.24,0.0,2.9456,0.6531,0.5484,0.85,0.6667,90,41
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Zero-shot,0,45.24,0.0,2.6771,0.7273,0.6071,0.8095,0.6939,90,35
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Zero-shot,0,45.24,0.0,2.8554,0.6346,0.5455,0.8182,0.6545,90,38
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,1,45.24,0.0022,1.7653,0.75,0.6,0.625,0.6122,90,14
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,1,45.24,0.0022,1.981,0.7647,0.5484,0.8947,0.68,90,22
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,1,45.24,0.0022,1.7538,0.7763,0.5926,0.7273,0.6531,90,14
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,2,45.24,0.0022,1.6718,0.5926,0.4286,0.8077,0.56,90,9
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,2,45.24,0.0022,1.6601,0.5802,0.4407,0.963,0.6047,90,9
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,2,45.24,0.0021,1.8109,0.6711,0.4872,0.7917,0.6032,90,14
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,4,45.24,0.0023,1.7505,0.7108,0.5122,0.84,0.6364,90,7
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,4,45.24,0.0023,1.8393,0.7215,0.5122,0.913,0.6562,90,11
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,4,45.24,0.0023,1.7703,0.5366,0.4107,0.8214,0.5476,90,8
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,8,45.24,0.0024,1.8283,0.6556,0.4773,0.7241,0.5753,90,0
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,8,45.24,0.0022,1.8222,0.6333,0.4655,0.931,0.6207,90,0
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,8,45.24,0.0023,1.8267,0.5667,0.4138,0.8276,0.5517,90,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Zero-shot,0,5.01,0.0,0.491,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Zero-shot,0,5.01,0.0,0.4882,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Zero-shot,0,5.01,0.0,0.4886,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,1,5.01,0.0023,0.4162,0.5143,0.5385,0.7368,0.6222,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,1,5.01,0.0017,0.4181,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,1,5.01,0.0018,0.4163,0.4571,0.5,0.5789,0.5366,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,2,5.01,0.002,0.4474,0.4857,0.5185,0.7368,0.6087,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,2,5.01,0.0015,0.4469,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,2,5.01,0.0015,0.4474,0.5143,0.5385,0.7368,0.6222,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,4,5.01,0.0021,0.5244,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,4,5.01,0.0017,0.5248,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,4,5.01,0.0016,0.5233,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,8,5.01,0.0022,0.6983,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,8,5.01,0.0018,0.6977,0.6571,0.6667,0.7368,0.7,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,8,5.01,0.0022,0.6961,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Zero-shot,0,5.01,0.0,0.4809,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Zero-shot,0,5.01,0.0,0.482,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Zero-shot,0,5.01,0.0,0.4823,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,1,5.01,0.0022,0.4044,0.5143,0.55,0.5789,0.5641,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,1,5.01,0.0015,0.4039,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,1,5.01,0.0016,0.4042,0.4286,0.4762,0.5263,0.5,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,2,5.01,0.0021,0.4435,0.5429,0.56,0.7368,0.6364,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,2,5.01,0.0015,0.444,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,2,5.01,0.0015,0.4427,0.4857,0.52,0.6842,0.5909,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,4,5.01,0.0021,0.5186,0.5714,0.6667,0.4211,0.5161,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,4,5.01,0.0016,0.5178,0.6,0.6471,0.5789,0.6111,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,4,5.01,0.0019,0.5184,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,8,5.01,0.0021,0.6885,0.5429,0.5789,0.5789,0.5789,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,8,5.01,0.0018,0.6874,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,8,5.01,0.0018,0.6868,0.5429,0.5652,0.6842,0.619,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Zero-shot,0,6.59,0.0,0.4859,0.6,0.7778,0.3684,0.5,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Zero-shot,0,6.59,0.0,0.4855,0.5143,0.625,0.2632,0.3704,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Zero-shot,0,6.59,0.0,0.4855,0.5143,0.75,0.1579,0.2609,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,1,6.59,0.0021,0.5552,0.5429,0.5789,0.5789,0.5789,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,1,6.59,0.0014,0.5587,0.6,0.6471,0.5789,0.6111,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,1,6.59,0.002,0.5578,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,2,6.59,0.0018,0.6017,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,2,6.59,0.0016,0.602,0.6286,0.6875,0.5789,0.6286,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,2,6.59,0.0022,0.6014,0.4857,0.52,0.6842,0.5909,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,4,6.59,0.0016,0.7292,0.4857,0.5385,0.3684,0.4375,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,4,6.59,0.0021,0.7286,0.6571,0.7059,0.6316,0.6667,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,4,6.59,0.0017,0.7287,0.4857,0.5217,0.6316,0.5714,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,8,6.59,0.0022,1.0182,0.5143,0.5556,0.5263,0.5405,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,8,6.59,0.0018,1.0196,0.6857,0.7222,0.6842,0.7027,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,8,6.59,0.0023,1.017,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Zero-shot,0,6.59,0.0,0.4846,0.4857,0.5333,0.4211,0.4706,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Zero-shot,0,6.59,0.0,0.4844,0.5429,0.6,0.4737,0.5294,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Zero-shot,0,6.59,0.0,0.4845,0.5714,0.6429,0.4737,0.5455,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,1,6.59,0.0021,0.5334,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,1,6.59,0.0017,0.5339,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,1,6.59,0.0015,0.5332,0.5429,0.5517,0.8421,0.6667,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,2,6.59,0.0021,0.5985,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,2,6.59,0.0017,0.5983,0.6,0.6471,0.5789,0.6111,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,2,6.59,0.0015,0.5964,0.5143,0.5357,0.7895,0.6383,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,4,6.59,0.0021,0.7246,0.5143,0.5625,0.4737,0.5143,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,4,6.59,0.0017,0.7247,0.6286,0.6875,0.5789,0.6286,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,4,6.59,0.002,0.7243,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,8,6.59,0.0019,0.992,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,8,6.59,0.0023,0.9904,0.6857,0.7,0.7368,0.7179,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,8,6.59,0.0017,0.992,0.5429,0.5714,0.6316,0.6,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Zero-shot,0,15.7,0.0,2.2655,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Zero-shot,0,15.7,0.0,1.8856,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Zero-shot,0,15.7,0.0,1.8854,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,1,15.7,0.0022,1.5457,0.5,0.5294,0.5,0.5143,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,1,15.7,0.0021,1.4701,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,1,15.7,0.002,1.7585,0.4483,0.5,0.4375,0.4667,35,6
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,2,15.7,0.0022,1.6857,0.5152,0.5714,0.6316,0.6,35,2
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,2,15.7,0.0022,1.5333,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,2,15.7,0.0022,1.6836,0.5152,0.5417,0.7222,0.619,35,2
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,4,15.7,0.0022,1.9889,0.5806,0.5882,0.625,0.6061,35,4
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,4,15.7,0.002,1.6832,0.6,0.6,0.7895,0.6818,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,4,15.7,0.0023,1.6824,0.4571,0.5,0.6316,0.5581,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,8,15.7,0.0023,1.9874,0.4857,0.52,0.6842,0.5909,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,8,15.7,0.0023,1.9853,0.6571,0.6296,0.8947,0.7391,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,8,15.7,0.0024,1.9846,0.4857,0.5172,0.7895,0.625,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Zero-shot,0,15.7,0.0,1.81,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Zero-shot,0,15.7,0.0,1.8859,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Zero-shot,0,15.7,0.0,1.6582,0.4571,0.0,0.0,0.0,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,1,15.7,0.0022,1.6958,0.5625,0.5882,0.5882,0.5882,35,3
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,1,15.7,0.0022,1.5444,0.6176,0.6316,0.6667,0.6486,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,1,15.7,0.0021,1.9996,0.4286,0.4706,0.5333,0.5,35,7
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,2,15.7,0.0022,1.5334,0.5882,0.6087,0.7368,0.6667,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,2,15.7,0.0022,1.5327,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,2,15.7,0.0022,1.5313,0.4706,0.5,0.7222,0.5909,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,4,15.7,0.0023,1.8368,0.6364,0.65,0.7222,0.6842,35,2
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,4,15.7,0.0023,1.6819,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,4,15.7,0.0022,1.7584,0.5294,0.5455,0.6667,0.6,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,8,15.7,0.0023,1.9858,0.5429,0.5652,0.6842,0.619,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,8,15.7,0.0023,1.9816,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,8,15.7,0.0023,1.9825,0.5714,0.5769,0.7895,0.6667,35,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Zero-shot,0,4.98,0.0,0.5775,0.6556,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Zero-shot,0,4.98,0.0,0.5751,0.6444,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Zero-shot,0,4.98,0.0,0.5756,0.6444,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,1,4.98,0.0024,0.5403,0.5778,0.3871,0.3871,0.3871,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,1,4.98,0.0023,0.5359,0.6556,0.5172,0.4688,0.4918,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,1,4.98,0.0023,0.5364,0.5222,0.3962,0.6562,0.4941,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,2,4.98,0.0019,0.5984,0.4222,0.2857,0.4516,0.35,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,2,4.98,0.0017,0.6017,0.6,0.4167,0.3125,0.3571,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,2,4.98,0.0021,0.5978,0.4333,0.3333,0.5938,0.427,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,4,4.98,0.0021,0.7642,0.6556,0.5,0.4839,0.4918,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,4,4.98,0.0022,0.7655,0.7111,0.6364,0.4375,0.5185,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,4,4.98,0.0021,0.7642,0.5444,0.3902,0.5,0.4384,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,8,4.98,0.0023,1.1631,0.5444,0.3438,0.3548,0.3492,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,8,4.98,0.0023,1.1081,0.6,0.4375,0.4375,0.4375,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,8,4.98,0.0023,1.146,0.5889,0.4286,0.4688,0.4478,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Zero-shot,0,4.98,0.0,0.5685,0.6556,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Zero-shot,0,4.98,0.0,0.5686,0.6444,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Zero-shot,0,4.98,0.0,0.5705,0.6444,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,1,4.98,0.0022,0.5385,0.6222,0.4348,0.3226,0.3704,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,1,4.98,0.0022,0.538,0.5667,0.4146,0.5312,0.4658,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,1,4.98,0.0023,0.5383,0.4222,0.2917,0.4375,0.35,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,2,4.98,0.0021,0.6066,0.3889,0.2857,0.5161,0.3678,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,2,4.98,0.0021,0.6192,0.5556,0.4048,0.5312,0.4595,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,2,4.98,0.0021,0.6039,0.3778,0.3065,0.5938,0.4043,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,4,4.98,0.0021,0.7669,0.5667,0.3947,0.4839,0.4348,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,4,4.98,0.0022,0.7664,0.6556,0.5152,0.5312,0.5231,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,4,4.98,0.0023,0.767,0.5111,0.3696,0.5312,0.4359,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,8,4.98,0.0022,1.1621,0.4778,0.3462,0.5806,0.4337,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,8,4.98,0.0023,1.1635,0.5444,0.3784,0.4375,0.4058,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,8,4.98,0.0023,1.163,0.5667,0.4103,0.5,0.4507,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Zero-shot,0,5.72,0.0,0.5959,0.6222,0.4516,0.4516,0.4516,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Zero-shot,0,5.72,0.0,0.5958,0.6111,0.4286,0.2812,0.3396,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Zero-shot,0,5.72,0.0,0.5959,0.6111,0.4571,0.5,0.4776,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,1,5.72,0.0022,0.7265,0.7,0.6111,0.3548,0.449,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,1,5.72,0.0022,0.7261,0.6111,0.4706,0.75,0.5783,90,0
