Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,4,4.48,0.0016,0.4947,0.4857,0.5217,0.6316,0.5714,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,8,4.48,0.0021,0.6599,0.5429,0.5517,0.8421,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,8,4.48,0.0016,0.6583,0.6286,0.6154,0.8421,0.7111,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,8,4.48,0.0023,0.6589,0.4857,0.52,0.6842,0.5909,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Zero-shot,0,4.48,0.0,0.4365,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Zero-shot,0,4.48,0.0,0.4367,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Zero-shot,0,4.48,0.0,0.4361,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,1,4.48,0.0021,0.3615,0.5714,0.5588,1.0,0.717,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,1,4.48,0.0022,0.3616,0.6286,0.6,0.9474,0.7347,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,1,4.48,0.0014,0.3612,0.4857,0.5333,0.4211,0.4706,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,2,4.48,0.0014,0.3963,0.4571,0.5,0.5263,0.5128,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,2,4.48,0.0016,0.3963,0.6,0.5926,0.8421,0.6957,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,2,4.48,0.0019,0.396,0.4571,0.5,0.5263,0.5128,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,4,4.48,0.0015,0.4918,0.4857,0.5185,0.7368,0.6087,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,4,4.48,0.0016,0.4798,0.6,0.6,0.7895,0.6818,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,4,4.48,0.0021,0.4743,0.4857,0.5217,0.6316,0.5714,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,8,4.48,0.0015,0.648,0.4857,0.5172,0.7895,0.625,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,8,4.48,0.0023,0.6461,0.6286,0.6154,0.8421,0.7111,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,8,4.48,0.0016,0.6461,0.6,0.5806,0.9474,0.72,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Zero-shot,0,7.15,0.0,0.9014,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Zero-shot,0,7.15,0.0,0.898,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Zero-shot,0,7.15,0.0,0.8911,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,1,7.15,0.0022,0.6875,0.5143,0.5333,0.8421,0.6531,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,1,7.15,0.0021,0.6813,0.6571,0.64,0.8421,0.7273,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,1,7.15,0.0015,0.6868,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,2,7.15,0.002,0.688,0.4571,0.5,0.6316,0.5581,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,2,7.15,0.0014,0.6754,0.6286,0.6071,0.8947,0.7234,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,2,7.15,0.0021,0.6753,0.5143,0.5385,0.7368,0.6222,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,4,7.15,0.0016,0.538,0.5429,0.5652,0.6842,0.619,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,4,7.15,0.0021,0.5373,0.6857,0.6538,0.8947,0.7556,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,4,7.15,0.0015,0.5368,0.6,0.619,0.6842,0.65,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,8,7.15,0.0016,0.8417,0.5143,0.5714,0.4211,0.4848,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,8,7.15,0.0022,0.8391,0.6857,0.7222,0.6842,0.7027,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,8,7.15,0.0022,0.8418,0.4286,0.4737,0.4737,0.4737,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Zero-shot,0,7.15,0.0,0.8921,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Zero-shot,0,7.15,0.0,0.8943,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Zero-shot,0,7.15,0.0,0.8915,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,1,7.15,0.0022,0.4713,0.4571,0.5,0.6842,0.5778,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,1,7.15,0.0014,0.4714,0.6,0.6087,0.7368,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,1,7.15,0.0021,0.4722,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,2,7.15,0.0015,0.496,0.5143,0.55,0.5789,0.5641,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,2,7.15,0.0015,0.497,0.5429,0.5652,0.6842,0.619,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,2,7.15,0.002,0.4952,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,4,7.15,0.0015,0.5366,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,4,7.15,0.0021,0.5366,0.6,0.6087,0.7368,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,4,7.15,0.0014,0.5362,0.5714,0.625,0.5263,0.5714,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,8,7.15,0.0016,0.622,0.4571,0.5,0.2105,0.2963,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,8,7.15,0.0021,0.6208,0.5714,0.7,0.3684,0.4828,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,8,7.15,0.0017,0.6207,0.5143,0.6,0.3158,0.4138,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Zero-shot,0,19.85,0.0,3.9193,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Zero-shot,0,19.85,0.0,3.916,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Zero-shot,0,19.85,0.0,3.9195,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,1,19.85,0.0023,2.9711,0.4286,0.48,0.6316,0.5455,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,1,19.85,0.0021,2.9727,0.5429,0.5517,0.8421,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,1,19.85,0.002,2.971,0.4857,0.5238,0.5789,0.55,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,2,19.85,0.002,3.2351,0.5429,0.5714,0.6316,0.6,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,2,19.85,0.0019,3.2027,0.6571,0.6667,0.7368,0.7,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,2,19.85,0.002,3.179,0.5143,0.5385,0.7368,0.6222,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,4,19.85,0.002,3.9741,0.5143,0.55,0.5789,0.5641,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,4,19.85,0.002,3.9714,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,4,19.85,0.0021,3.97,0.5714,0.6,0.6316,0.6154,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,8,19.85,0.0022,5.5464,0.5714,0.5769,0.7895,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,8,19.85,0.0021,5.5417,0.7143,0.6667,0.9474,0.7826,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,8,19.85,0.0022,5.5439,0.5429,0.5484,0.8947,0.68,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Zero-shot,0,19.85,0.0,3.9169,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Zero-shot,0,19.85,0.0,3.9054,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Zero-shot,0,19.85,0.0,3.913,0.4571,0.0,0.0,0.0,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,1,19.85,0.002,2.9664,0.5143,0.5357,0.7895,0.6383,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,1,19.85,0.002,2.9668,0.5714,0.5714,0.8421,0.6809,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,1,19.85,0.002,2.9663,0.5429,0.5652,0.6842,0.619,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,2,19.85,0.0021,3.1761,0.6,0.5926,0.8421,0.6957,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,2,19.85,0.0021,3.1755,0.6,0.619,0.6842,0.65,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,2,19.85,0.0021,3.1725,0.5143,0.5357,0.7895,0.6383,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,4,19.85,0.0027,3.9516,0.4571,0.5,0.6842,0.5778,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,4,19.85,0.0021,3.8946,0.6286,0.6154,0.8421,0.7111,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,4,19.85,0.002,3.8717,0.5429,0.5556,0.7895,0.6522,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,8,19.85,0.0021,5.3218,0.5429,0.56,0.7368,0.6364,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,8,19.85,0.002,5.3163,0.7143,0.6552,1.0,0.7917,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,8,19.85,0.0021,5.3188,0.5143,0.5312,0.8947,0.6667,35,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Zero-shot,0,4.22,0.0,0.5093,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Zero-shot,0,4.22,0.0,0.509,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Zero-shot,0,4.22,0.0,0.5091,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,1,4.22,0.0021,0.4716,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,1,4.22,0.002,0.471,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,1,4.22,0.0021,0.4714,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,2,4.22,0.0019,0.5422,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,2,4.22,0.002,0.5419,0.4889,0.3871,0.75,0.5106,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,2,4.22,0.0019,0.5418,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,4,4.22,0.002,0.7022,0.4444,0.3662,0.8387,0.5098,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,4,4.22,0.0021,0.7029,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,4,4.22,0.002,0.7026,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,8,4.22,0.0021,1.0043,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,8,4.22,0.002,1.0027,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,8,4.22,0.0021,1.0046,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Zero-shot,0,4.22,0.0,0.5089,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Zero-shot,0,4.22,0.0,0.509,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Zero-shot,0,4.22,0.0,0.509,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,1,4.22,0.002,0.4725,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,1,4.22,0.002,0.4719,0.4889,0.4028,0.9062,0.5577,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,1,4.22,0.002,0.472,0.3778,0.3636,1.0,0.5333,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,2,4.22,0.002,0.5389,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,2,4.22,0.002,0.5407,0.6222,0.4762,0.625,0.5405,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,2,4.22,0.0018,0.5405,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,4,4.22,0.0019,0.7037,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,4,4.22,0.002,0.7042,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,4,4.22,0.002,0.7041,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,8,4.22,0.0021,1.0067,0.3444,0.3444,1.0,0.5124,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,8,4.22,0.0021,1.0061,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,8,4.22,0.002,1.0069,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Zero-shot,0,6.2,0.0,0.9714,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Zero-shot,0,6.2,0.0,0.966,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Zero-shot,0,6.2,0.0,0.9602,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,1,6.2,0.0019,0.7829,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,1,6.2,0.0019,0.7861,0.6667,0.6667,0.125,0.2105,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,1,6.2,0.0019,0.7625,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,2,6.2,0.002,0.6106,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,2,6.2,0.0019,0.6115,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,2,6.2,0.002,0.6133,0.6111,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,4,6.2,0.002,0.6826,0.6667,1.0,0.0323,0.0625,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,4,6.2,0.002,0.6838,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,4,6.2,0.002,0.6842,0.6,0.3889,0.2188,0.28,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,8,6.2,0.0021,0.8479,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,8,6.2,0.0021,0.8464,0.5444,0.3448,0.3125,0.3279,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,8,6.2,0.0021,0.8484,0.6333,0.4839,0.4688,0.4762,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Zero-shot,0,6.2,0.0,0.9621,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Zero-shot,0,6.2,0.0,0.9619,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Zero-shot,0,6.2,0.0,0.9625,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,1,6.2,0.002,0.5776,0.6667,0.6667,0.0645,0.1176,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,1,6.2,0.0019,0.5791,0.6222,0.4167,0.1562,0.2273,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,1,6.2,0.0018,0.5772,0.6,0.4091,0.2812,0.3333,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,2,6.2,0.002,0.612,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,2,6.2,0.0019,0.6123,0.6556,0.6667,0.0625,0.1143,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,2,6.2,0.0019,0.611,0.6333,0.4615,0.1875,0.2667,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,4,6.2,0.0019,0.6837,0.6667,0.6,0.0968,0.1667,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,4,6.2,0.002,0.6843,0.6222,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,4,6.2,0.002,0.6852,0.5556,0.3824,0.4062,0.3939,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,8,6.2,0.0021,0.8519,0.6556,0.5,0.0323,0.0606,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,8,6.2,0.0022,0.8508,0.4556,0.2571,0.2812,0.2687,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,8,6.2,0.0021,0.8518,0.5556,0.3889,0.4375,0.4118,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Zero-shot,0,17.81,0.0,4.4773,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Zero-shot,0,17.81,0.0,4.4773,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Zero-shot,0,17.81,0.0,4.478,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,1,17.81,0.0019,3.8112,0.6444,0.4286,0.0968,0.1579,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,1,17.81,0.002,3.8098,0.6333,0.4889,0.6875,0.5714,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,1,17.81,0.002,3.8104,0.6222,0.4737,0.5625,0.5143,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,2,17.81,0.0019,4.3495,0.4111,0.3167,0.6129,0.4176,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,2,17.81,0.002,4.3513,0.6333,0.4857,0.5312,0.5075,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,2,17.81,0.002,4.3484,0.4333,0.3061,0.4688,0.3704,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,4,17.81,0.002,5.6838,0.6222,0.4615,0.5806,0.5143,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,4,17.81,0.002,5.6857,0.5222,0.4035,0.7188,0.5169,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,4,17.81,0.0019,5.8315,0.4667,0.3919,0.9062,0.5472,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,8,17.81,0.0023,8.0914,0.5111,0.3617,0.5484,0.4359,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,8,17.81,0.0021,8.1442,0.5667,0.4426,0.8438,0.5806,90,0
